,Team,Game,Pts*,Sack,Int,Saf,FR,Blk,TD,PA,PassYds,RushYds,TotYds,Week,Position,Year,Target,Opponent
19,JAX,TB@JAX,6.0,4.0,0,0,1,0,0,28,241,74,315,13,DST,2019,1.0,TB
20,SEA,MIN@SEA,6.0,0.0,1,0,2,0,0,30,276,78,354,13,DST,2019,12.0,MIN
21,PHI,PHI@MIA,5.0,3.0,1,0,0,0,0,37,351,58,409,13,DST,2019,6.0,MIA
22,DAL,BUF@DAL,5.0,4.0,0,0,0,0,0,26,232,124,356,13,DST,2019,6.0,BUF
23,MIA,PHI@MIA,4.0,2.0,1,0,0,0,0,31,294,92,386,13,DST,2019,4.0,PHI
24,DET,CHI@DET,4.0,1.0,1,0,0,0,0,24,331,88,419,13,DST,2019,5.0,CHI
25,LAC,LAC@DEN,3.0,0.0,1,0,0,0,0,23,134,84,218,13,DST,2019,9.0,DEN
26,NE,NE@HOU,3.0,3.0,0,0,0,0,0,28,224,52,276,13,DST,2019,8.0,HOU
27,NYJ,NYJ@CIN,2.0,1.0,0,0,0,0,0,22,233,44,277,13,DST,2019,5.0,CIN
28,ATL,NO@ATL,1.0,0.0,0,0,0,0,0,26,184,95,279,13,DST,2019,17.0,NO
29,ARI,LA@ARI,1.0,1.0,0,0,0,0,0,34,417,132,549,13,DST,2019,8.0,LA
30,OAK,OAK@KC,1.0,1.0,0,0,0,0,0,40,163,96,259,13,DST,2019,2.0,KC
31,NYG,GB@NYG,0.0,0.0,0,0,0,0,0,31,243,79,322,13,DST,2019,6.0,GB
0,PIT,PIT@ARI,21.0,5.0,3,0,0,0,1,17,165,71,236,14,DST,2019,9.0,ARI
1,ATL,CAR@ATL,17.0,5.0,2,0,2,0,0,20,245,100,345,14,DST,2019,12.0,CAR
2,MIN,DET@MIN,16.0,5.0,2,0,0,0,0,7,161,70,231,14,DST,2019,30.0,DET
3,DEN,DEN@HOU,16.0,3.0,2,0,1,0,1,24,280,134,414,14,DST,2019,6.0,HOU
4,IND,IND@TB,15.0,1.0,3,0,1,0,1,38,467,75,542,14,DST,2019,0.0,TB
5,CLE,CIN@CLE,14.0,2.0,1,0,0,0,1,19,272,179,451,14,DST,2019,2.0,CIN
6,LA,SEA@LA,14.0,5.0,1,0,0,0,0,12,202,106,308,14,DST,2019,0.0,SEA
7,BAL,BAL@BUF,12.0,6.0,0,0,1,0,0,17,105,104,209,14,DST,2019,8.0,BUF
8,SEA,SEA@LA,12.0,0.0,2,0,0,1,1,28,293,162,455,14,DST,2019,8.0,LA
9,TEN,TEN@OAK,11.0,2.0,0,0,1,0,1,21,258,97,355,14,DST,2019,6.0,OAK
10,KC,KC@NE,11.0,3.0,1,0,0,1,0,16,184,94,278,14,DST,2019,14.0,NE
11,WAS,WAS@GB,10.0,4.0,0,0,1,0,0,20,167,174,341,14,DST,2019,4.0,GB
12,GB,WAS@GB,10.0,4.0,1,0,0,0,0,15,141,121,262,14,DST,2019,16.0,WAS
13,LAC,LAC@JAX,9.0,2.0,0,0,0,0,0,10,164,88,252,14,DST,2019,2.0,JAX
14,ARI,PIT@ARI,8.0,3.0,0,0,2,0,0,23,135,140,275,14,DST,2019,6.0,PIT
15,NE,KC@NE,8.0,1.0,1,0,1,1,0,23,271,75,346,14,DST,2019,23.0,KC
16,DAL,DAL@CHI,6.0,2.0,1,0,1,0,0,31,231,151,382,14,DST,2019,5.0,CHI
17,NYG,NYG@PHI,6.0,3.0,0,0,1,0,0,23,300,118,418,14,DST,2019,11.0,PHI
18,CIN,CIN@CLE,6.0,1.0,2,0,0,0,0,27,187,146,333,14,DST,2019,2.0,CLE
19,PHI,NYG@PHI,6.0,2.0,0,0,0,0,0,17,182,73,255,14,DST,2019,10.0,NYG
20,NYJ,MIA@NYJ,5.0,2.0,1,0,0,0,0,21,240,122,362,14,DST,2019,9.0,MIA
21,DET,DET@MIN,5.0,1.0,0,0,0,0,0,20,234,120,354,14,DST,2019,4.0,MIN
22,NO,SF@NO,5.0,3.0,1,0,0,0,0,48,354,162,516,14,DST,2019,8.0,SF
23,BUF,BAL@BUF,4.0,1.0,1,0,0,0,0,24,139,118,257,14,DST,2019,21.0,BAL
24,MIA,MIA@NYJ,4.0,1.0,1,0,0,0,0,22,262,112,374,14,DST,2019,7.0,NYJ
25,HOU,DEN@HOU,3.0,1.0,1,0,0,0,0,38,301,90,391,14,DST,2019,7.0,DEN
26,TB,IND@TB,3.0,1.0,0,0,1,0,0,35,243,66,309,14,DST,2019,18.0,IND
27,CHI,DAL@CHI,3.0,2.0,0,0,0,0,0,24,326,82,408,14,DST,2019,2.0,DAL
28,OAK,TEN@OAK,2.0,0.0,1,0,0,0,0,42,391,161,552,14,DST,2019,6.0,TEN
29,SF,SF@NO,2.0,0.0,0,0,1,0,0,46,349,116,465,14,DST,2019,4.0,NO
30,CAR,CAR@ATL,1.0,1.0,0,0,0,0,0,40,302,159,461,14,DST,2019,4.0,ATL
31,JAX,LAC@JAX,1.0,1.0,0,0,0,0,0,45,330,195,525,14,DST,2019,8.0,LAC
0,MIN,MIN@LAC,30.0,3.0,3,0,4,0,1,10,283,62,345,15,DST,2019,10.0,LAC
1,NE,NE@CIN,23.0,0.0,4,0,1,0,1,13,151,164,315,15,DST,2019,8.0,CIN
2,BUF,BUF@PIT,21.0,4.0,4,0,1,0,0,10,178,51,229,15,DST,2019,3.0,PIT
3,TB,TB@DET,18.0,2.0,2,0,1,0,1,17,250,45,295,15,DST,2019,10.0,DET
4,GB,CHI@GB,16.0,3.0,2,0,1,0,0,13,319,96,415,15,DST,2019,14.0,CHI
5,KC,DEN@KC,14.0,2.0,1,0,0,0,0,3,199,52,251,15,DST,2019,13.0,DEN
6,ATL,ATL@SF,12.0,1.0,0,0,2,0,1,22,193,120,313,15,DST,2019,12.0,SF
7,NYG,MIA@NYG,11.0,3.0,0,1,1,0,0,20,262,122,384,15,DST,2019,3.0,MIA
8,PHI,PHI@WAS,10.0,1.0,0,0,1,0,1,27,251,101,352,15,DST,2019,11.0,WAS
9,NYJ,NYJ@BAL,9.0,1.0,0,0,0,1,1,42,212,218,430,15,DST,2019,15.0,BAL
10,PIT,BUF@PIT,9.0,1.0,1,0,1,0,0,17,131,130,261,15,DST,2019,8.0,BUF
11,JAX,JAX@OAK,8.0,4.0,0,0,0,0,0,16,236,128,364,15,DST,2019,6.0,OAK
12,SEA,SEA@CAR,8.0,1.0,3,0,0,0,0,24,269,145,414,15,DST,2019,5.0,CAR
13,BAL,NYJ@BAL,8.0,1.0,1,0,1,1,0,21,207,103,310,15,DST,2019,7.0,NYJ
14,NO,IND@NO,8.0,1.0,0,0,0,0,0,7,159,46,205,15,DST,2019,7.0,IND
15,HOU,HOU@TEN,7.0,2.0,1,0,0,1,0,21,269,163,432,15,DST,2019,25.0,TEN
16,MIA,MIA@NYG,7.0,1.0,3,0,0,0,0,36,274,138,412,15,DST,2019,6.0,NYG
17,ARI,CLE@ARI,6.0,1.0,1,0,1,0,0,24,241,152,393,15,DST,2019,14.0,CLE
18,DEN,DEN@KC,6.0,3.0,1,0,0,0,0,23,327,92,419,15,DST,2019,8.0,KC
19,OAK,JAX@OAK,6.0,2.0,0,0,0,0,0,20,185,77,262,15,DST,2019,5.0,JAX
20,TEN,HOU@TEN,6.0,1.0,2,0,0,0,0,24,234,140,374,15,DST,2019,3.0,HOU
21,DAL,LA@DAL,5.0,2.0,1,0,0,0,0,21,267,22,289,15,DST,2019,5.0,LA
22,CAR,SEA@CAR,4.0,2.0,1,0,0,0,0,30,274,154,428,15,DST,2019,3.0,SEA
23,WAS,PHI@WAS,4.0,2.0,0,0,1,0,0,37,258,157,415,15,DST,2019,3.0,PHI
24,SF,ATL@SF,4.0,2.0,0,0,1,0,0,29,201,89,290,15,DST,2019,8.0,ATL
25,DET,TB@DET,4.0,2.0,1,0,0,0,0,38,446,49,495,15,DST,2019,7.0,TB
26,CHI,CHI@GB,2.0,1.0,0,0,0,0,0,21,192,100,292,15,DST,2019,2.0,GB
27,CLE,CLE@ARI,2.0,0.0,1,0,0,0,0,38,219,226,445,15,DST,2019,2.0,ARI
28,LAC,MIN@LAC,2.0,0.0,1,0,0,0,0,39,207,137,344,15,DST,2019,4.0,MIN
29,CIN,NE@CIN,2.0,2.0,0,0,0,0,0,34,116,175,291,15,DST,2019,4.0,NE
30,LA,LA@DAL,0.0,0.0,0,0,0,0,0,44,212,263,475,15,DST,2019,10.0,DAL
31,IND,IND@NO,0.0,0.0,0,0,0,0,0,34,307,117,424,15,DST,2019,33.0,NO
0,IND,CAR@IND,33.0,5.0,3,0,0,0,2,6,199,87,286,16,DST,2019,5.0,CAR
1,HOU,HOU@TB,25.0,3.0,4,0,1,1,1,20,329,106,435,16,DST,2019,0.0,TB
2,NYJ,PIT@NYJ,15.0,4.0,2,0,0,0,0,10,185,75,260,16,DST,2019,17.0,PIT
3,ARI,ARI@SEA,14.0,5.0,0,0,1,0,0,13,133,91,224,16,DST,2019,1.0,SEA
4,GB,GB@MIN,14.0,5.0,1,0,0,0,0,10,82,57,139,16,DST,2019,7.0,MIN
5,KC,KC@CHI,13.0,3.0,0,0,0,0,0,3,133,101,234,16,DST,2019,14.0,CHI
6,ATL,JAX@ATL,12.0,3.0,0,0,1,0,0,12,173,115,288,16,DST,2019,14.0,JAX
7,PHI,DAL@PHI,11.0,2.0,0,0,1,0,0,9,257,54,311,16,DST,2019,12.0,DAL
8,TB,HOU@TB,10.0,5.0,1,0,1,0,0,23,161,68,229,16,DST,2019,14.0,HOU
9,LA,LA@SF,10.0,6.0,2,0,0,0,0,34,215,119,334,16,DST,2019,12.0,SF
10,MIN,GB@MIN,10.0,3.0,1,0,2,0,0,23,199,184,383,16,DST,2019,7.0,GB
11,PIT,PIT@NYJ,8.0,2.0,0,0,1,0,0,16,174,85,259,16,DST,2019,7.0,NYJ
12,DEN,DET@DEN,8.0,4.0,0,0,0,0,0,17,95,96,191,16,DST,2019,8.0,DET
13,NE,BUF@NE,8.0,4.0,0,0,0,0,0,17,176,92,268,16,DST,2019,3.0,BUF
14,SF,LA@SF,8.0,0.0,1,0,0,0,1,31,323,72,395,16,DST,2019,2.0,LA
15,DET,DET@DEN,7.0,0.0,0,0,0,0,1,27,198,150,348,16,DST,2019,4.0,DEN
16,NO,NO@TEN,7.0,5.0,0,0,1,0,0,28,248,149,397,16,DST,2019,21.0,TEN
17,BAL,BAL@CLE,7.0,1.0,1,0,0,0,0,15,184,57,241,16,DST,2019,21.0,CLE
18,JAX,JAX@ATL,6.0,1.0,2,0,0,0,0,24,383,135,518,16,DST,2019,17.0,ATL
19,MIA,CIN@MIA,6.0,4.0,0,0,1,0,0,35,371,59,430,16,DST,2019,12.0,CIN
20,SEA,ARI@SEA,5.0,2.0,0,0,0,1,0,27,159,253,412,16,DST,2019,3.0,ARI
21,OAK,OAK@LAC,5.0,1.0,0,0,0,0,0,17,265,19,284,16,DST,2019,8.0,LAC
22,DAL,DAL@PHI,5.0,1.0,0,0,0,0,0,17,313,118,431,16,DST,2019,10.0,PHI
23,CIN,CIN@MIA,4.0,2.0,1,0,0,0,0,38,406,96,502,16,DST,2019,13.0,MIA
24,LAC,OAK@LAC,4.0,3.0,0,0,0,0,0,24,267,99,366,16,DST,2019,2.0,OAK
25,NYG,NYG@WAS,3.0,3.0,0,0,0,0,0,35,281,80,361,16,DST,2019,1.0,WAS
26,CAR,CAR@IND,3.0,3.0,0,0,0,0,0,38,106,218,324,16,DST,2019,1.0,IND
27,WAS,NYG@WAS,3.0,1.0,0,0,0,1,0,41,346,206,552,16,DST,2019,5.0,NYG
28,BUF,BUF@NE,3.0,0.0,0,0,1,0,0,24,271,143,414,16,DST,2019,11.0,NE
29,TEN,NO@TEN,3.0,3.0,0,0,0,0,0,38,275,102,377,16,DST,2019,10.0,NO
30,CHI,KC@CHI,2.0,1.0,0,0,0,0,0,26,244,106,350,16,DST,2019,12.0,KC
31,CLE,BAL@CLE,2.0,0.0,0,0,1,0,0,31,238,243,481,16,DST,2019,3.0,BAL
0,BAL,PIT@BAL,21.0,2.0,0,1,2,0,1,10,77,91,168,17,DST,2019,18.0,PIT
1,NO,NO@CAR,21.0,2.0,2,0,1,0,1,10,288,41,329,17,DST,2019,18.0,CAR
2,NYJ,NYJ@BUF,17.0,1.0,2,0,1,0,0,6,236,73,309,17,DST,2019,8.0,BUF
3,JAX,IND@JAX,17.0,3.0,0,0,2,0,1,20,143,132,275,17,DST,2019,9.0,IND
4,TB,ATL@TB,14.0,6.0,0,0,1,0,1,28,286,87,373,17,DST,2019,1.0,ATL
5,KC,LAC@KC,14.0,3.0,2,0,0,0,1,21,258,108,366,17,DST,2019,10.0,LAC
6,ATL,ATL@TB,14.0,1.0,2,0,1,0,1,22,193,136,329,17,DST,2019,3.0,TB
7,CIN,CLE@CIN,13.0,6.0,3,0,0,0,0,23,239,74,313,17,DST,2019,6.0,CLE
8,MIA,MIA@NE,12.0,1.0,1,0,1,0,1,24,217,135,352,17,DST,2019,5.0,NE
9,LA,ARI@LA,12.0,1.0,2,0,3,0,0,24,322,71,393,17,DST,2019,7.0,ARI
10,CHI,CHI@MIN,12.0,0.0,2,1,1,0,0,19,126,174,300,17,DST,2019,4.0,MIN
11,PHI,PHI@NYG,12.0,4.0,1,0,1,0,0,17,275,122,397,17,DST,2019,4.0,NYG
12,BUF,NYJ@BUF,11.0,2.0,1,0,0,0,0,13,185,86,271,17,DST,2019,11.0,NYJ
13,TEN,TEN@HOU,10.0,4.0,1,0,0,0,0,14,192,109,301,17,DST,2019,6.0,HOU
14,DAL,WAS@DAL,10.0,2.0,1,0,1,0,0,16,183,88,271,17,DST,2019,7.0,WAS
15,DEN,OAK@DEN,8.0,2.0,0,0,1,0,0,15,380,97,477,17,DST,2019,7.0,OAK
16,OAK,OAK@DEN,8.0,2.0,0,0,1,0,0,16,168,70,238,17,DST,2019,,DEN
17,GB,GB@DET,7.0,1.0,1,0,0,0,0,20,134,171,305,17,DST,2019,6.0,DET
18,PIT,PIT@BAL,7.0,3.0,1,0,1,0,0,28,81,223,304,17,DST,2019,11.0,BAL
19,MIN,CHI@MIN,7.0,4.0,0,0,1,0,0,21,179,158,337,17,DST,2019,0.0,CHI
20,IND,IND@JAX,5.0,3.0,1,0,0,0,0,38,286,67,353,17,DST,2019,5.0,JAX
21,WAS,WAS@DAL,5.0,3.0,0,0,1,0,0,47,294,223,517,17,DST,2019,18.0,DAL
22,DET,GB@DET,4.0,1.0,1,0,0,0,0,23,312,120,432,17,DST,2019,2.0,GB
23,CLE,CLE@CIN,3.0,1.0,1,0,0,0,0,33,182,179,361,17,DST,2019,4.0,CIN
24,NE,MIA@NE,3.0,2.0,0,0,0,0,0,27,326,63,389,17,DST,2019,14.0,MIA
25,SEA,SF@SEA,3.0,2.0,0,0,0,0,0,26,270,128,398,17,DST,2019,7.0,SF
26,LAC,LAC@KC,2.0,0.0,1,0,0,0,0,31,174,162,336,17,DST,2019,14.0,KC
27,SF,SF@SEA,2.0,1.0,0,0,0,0,0,21,223,125,348,17,DST,2019,5.0,SEA
28,NYG,PHI@NYG,1.0,1.0,0,0,0,0,0,34,279,121,400,17,DST,2019,5.0,PHI
29,ARI,ARI@LA,1.0,1.0,0,0,0,0,0,31,311,113,424,17,DST,2019,9.0,LA
30,CAR,NO@CAR,1.0,1.0,0,0,0,0,0,42,264,115,379,17,DST,2019,0.0,NO
31,HOU,TEN@HOU,0.0,0.0,0,0,0,0,0,35,222,245,467,17,DST,2019,1.0,TEN
0,WAS,PHI@WAS,18.0,8.0,2,0,1,0,0,17,208,57,265,1,DST,2020,5.0,PHI
1,BAL,CLE@BAL,18.0,2.0,1,0,2,0,0,6,168,138,306,1,DST,2020,18.0,CLE
2,NO,TB@NO,18.0,3.0,2,0,1,1,1,23,224,86,310,1,DST,2020,5.0,TB
3,NE,MIA@NE,14.0,1.0,3,0,0,0,0,11,182,87,269,1,DST,2020,10.0,MIA
4,LAC,LAC@CIN,14.0,3.0,1,0,1,0,0,13,173,122,295,1,DST,2020,4.0,CIN
5,BUF,NYJ@BUF,11.0,3.0,1,0,1,0,0,17,202,52,254,1,DST,2020,3.0,NYJ
6,PIT,PIT@NYG,11.0,3.0,2,0,0,0,0,16,262,29,291,1,DST,2020,14.0,NYG
7,KC,HOU@KC,10.0,4.0,1,0,0,0,0,20,242,118,360,1,DST,2020,8.0,HOU
8,JAX,IND@JAX,9.0,1.0,2,0,0,0,0,20,357,88,445,1,DST,2020,1.0,IND
9,ARI,ARI@SF,9.0,3.0,0,0,0,1,0,20,243,123,366,1,DST,2020,12.0,SF
10,NYJ,NYJ@BUF,8.0,3.0,0,0,2,0,0,27,306,98,404,1,DST,2020,5.0,BUF
11,LA,DAL@LA,7.0,3.0,0,0,0,0,0,17,244,136,380,1,DST,2020,10.0,DAL
12,DEN,TEN@DEN,7.0,1.0,0,0,0,1,0,16,247,130,377,1,DST,2020,6.0,TEN
13,SEA,SEA@ATL,7.0,2.0,1,0,1,0,0,25,434,72,506,1,DST,2020,3.0,ATL
14,DAL,DAL@LA,7.0,1.0,1,0,0,0,0,20,269,153,422,1,DST,2020,1.0,LA
15,TEN,TEN@DEN,6.0,0.0,0,0,1,0,0,14,216,107,323,1,DST,2020,6.0,DEN
16,GB,GB@MIN,6.0,2.0,1,1,0,0,0,34,248,134,382,1,DST,2020,13.0,MIN
17,CIN,LAC@CIN,6.0,2.0,0,0,0,0,0,16,207,155,362,1,DST,2020,2.0,LAC
18,IND,IND@JAX,5.0,4.0,0,0,0,0,0,27,150,91,241,1,DST,2020,18.0,JAX
19,SF,ARI@SF,5.0,2.0,1,0,0,0,0,24,224,180,404,1,DST,2020,8.0,ARI
20,MIA,MIA@NE,5.0,2.0,0,0,1,0,0,21,140,217,357,1,DST,2020,3.0,NE
21,NYG,PIT@NYG,5.0,2.0,0,0,1,0,0,26,208,141,349,1,DST,2020,12.0,PIT
22,CHI,CHI@DET,4.0,1.0,1,0,0,0,0,23,288,138,426,1,DST,2020,15.0,DET
23,PHI,PHI@WAS,4.0,3.0,0,0,0,0,0,27,159,80,239,1,DST,2020,5.0,WAS
24,CLE,CLE@BAL,4.0,2.0,0,0,1,0,0,38,270,111,381,1,DST,2020,5.0,BAL
25,ATL,SEA@ATL,3.0,3.0,0,0,0,0,0,38,299,84,383,1,DST,2020,7.0,SEA
26,DET,CHI@DET,2.0,1.0,0,0,0,0,0,27,214,149,363,1,DST,2020,1.0,CHI
27,LV,LV@CAR,1.0,1.0,0,0,0,0,0,30,259,129,388,1,DST,2020,3.0,CAR
28,HOU,HOU@KC,1.0,1.0,0,0,0,0,0,34,203,166,369,1,DST,2020,4.0,KC
29,TB,TB@NO,1.0,1.0,0,0,0,0,0,34,189,82,271,1,DST,2020,17.0,NO
30,CAR,LV@CAR,0.0,0.0,0,0,0,0,0,34,239,133,372,1,DST,2020,4.0,LV
31,MIN,GB@MIN,0.0,0.0,0,0,0,0,0,43,364,158,522,1,DST,2020,4.0,GB
0,BAL,BAL@HOU,18.0,4.0,1,0,1,0,1,16,253,51,304,2,DST,2020,8.0,HOU
1,IND,MIN@IND,18.0,3.0,3,1,0,0,0,11,95,80,175,2,DST,2020,29.0,MIN
2,TB,CAR@TB,17.0,5.0,2,0,2,0,0,17,340,87,427,2,DST,2020,21.0,CAR
3,CHI,NYG@CHI,15.0,4.0,1,0,1,0,0,13,220,75,295,2,DST,2020,5.0,NYG
4,PIT,DEN@PIT,14.0,7.0,1,1,1,0,0,21,215,104,319,2,DST,2020,8.0,DEN
5,GB,DET@GB,13.0,4.0,1,0,0,0,1,21,218,89,307,2,DST,2020,4.0,DET
6,NYG,NYG@CHI,12.0,4.0,2,0,0,0,0,17,169,135,304,2,DST,2020,2.0,CHI
7,ARI,WAS@ARI,12.0,4.0,0,0,2,0,0,15,199,117,316,2,DST,2020,5.0,WAS
8,LA,LA@PHI,10.0,0.0,2,0,1,0,0,19,242,121,363,2,DST,2020,8.0,PHI
9,NE,NE@SEA,10.0,2.0,1,0,0,0,1,35,275,154,429,2,DST,2020,18.0,SEA
10,KC,KC@LAC,8.0,2.0,1,0,0,0,0,20,296,183,479,2,DST,2020,10.0,LAC
11,SF,SF@NYJ,8.0,1.0,0,0,0,0,0,13,173,104,277,2,DST,2020,15.0,NYJ
12,ATL,ATL@DAL,7.0,1.0,0,0,3,0,0,40,445,125,570,2,DST,2020,6.0,DAL
13,TEN,JAX@TEN,6.0,2.0,2,0,0,0,0,30,315,165,480,2,DST,2020,8.0,JAX
14,DEN,DEN@PIT,6.0,1.0,1,0,1,0,0,26,301,109,410,2,DST,2020,4.0,PIT
15,NYJ,SF@NYJ,5.0,3.0,1,0,0,0,0,31,177,182,359,2,DST,2020,0.0,SF
16,CLE,CIN@CLE,5.0,3.0,0,0,1,0,0,30,285,68,353,2,DST,2020,17.0,CIN
17,NO,NO@LV,5.0,3.0,0,0,1,0,0,34,261,116,377,2,DST,2020,1.0,LV
18,PHI,LA@PHI,5.0,1.0,0,0,1,1,0,37,258,191,449,2,DST,2020,9.0,LA
19,WAS,WAS@ARI,5.0,3.0,1,0,0,0,0,30,278,160,438,2,DST,2020,2.0,ARI
20,HOU,BAL@HOU,4.0,4.0,0,0,0,0,0,33,177,230,407,2,DST,2020,2.0,BAL
21,LAC,KC@LAC,4.0,1.0,0,0,0,1,0,23,289,125,414,2,DST,2020,5.0,KC
22,CAR,CAR@TB,4.0,0.0,1,0,1,0,0,31,217,122,339,2,DST,2020,14.0,TB
23,MIN,MIN@IND,4.0,2.0,1,0,0,0,0,28,203,151,354,2,DST,2020,4.0,IND
24,MIA,BUF@MIA,3.0,1.0,0,0,1,0,0,31,411,112,523,2,DST,2020,15.0,BUF
25,SEA,NE@SEA,3.0,1.0,1,0,0,0,0,30,397,67,464,2,DST,2020,12.0,NE
26,LV,NO@LV,3.0,0.0,1,0,0,0,0,24,312,112,424,2,DST,2020,4.0,NO
27,BUF,BUF@MIA,3.0,3.0,0,0,0,0,0,28,311,99,410,2,DST,2020,6.0,MIA
28,CIN,CIN@CLE,2.0,0.0,1,0,0,0,0,35,219,215,434,2,DST,2020,8.0,CLE
29,DET,DET@GB,1.0,1.0,0,0,0,0,0,42,229,259,488,2,DST,2020,8.0,GB
30,JAX,JAX@TEN,1.0,1.0,0,0,0,0,0,33,231,123,354,2,DST,2020,1.0,TEN
31,DAL,ATL@DAL,1.0,1.0,0,0,0,0,0,39,267,113,380,2,DST,2020,6.0,ATL
0,IND,NYJ@IND,29.0,2.0,3,1,0,0,2,7,151,109,260,3,DST,2020,10.0,NYJ
1,TB,TB@DEN,21.0,6.0,2,1,0,1,0,10,184,42,226,3,DST,2020,6.0,DEN
2,NE,LV@NE,18.0,2.0,0,0,3,0,1,20,249,126,375,3,DST,2020,4.0,LV
3,CLE,WAS@CLE,17.0,3.0,3,0,2,0,0,20,206,103,309,3,DST,2020,9.0,WAS
4,SF,SF@NYG,15.0,2.0,1,0,2,0,0,9,165,66,231,3,DST,2020,6.0,NYG
5,MIA,MIA@JAX,15.0,4.0,1,0,1,0,0,13,246,72,318,3,DST,2020,4.0,JAX
6,CAR,CAR@LAC,14.0,2.0,1,0,3,0,0,16,319,117,436,3,DST,2020,4.0,LAC
7,SEA,DAL@SEA,12.0,2.0,2,1,1,1,0,31,461,61,522,3,DST,2020,6.0,DAL
8,KC,KC@BAL,10.0,4.0,0,0,1,0,0,20,70,158,228,3,DST,2020,23.0,BAL
9,PHI,CIN@PHI,9.0,8.0,0,0,0,0,0,23,256,48,304,3,DST,2020,21.0,CIN
10,LA,LA@BUF,8.0,4.0,1,0,1,0,0,35,274,101,375,3,DST,2020,14.0,BUF
11,TEN,TEN@MIN,8.0,2.0,2,0,1,0,0,30,238,226,464,3,DST,2020,11.0,MIN
12,BAL,KC@BAL,8.0,0.0,0,0,1,0,1,34,385,132,517,3,DST,2020,9.0,KC
13,CIN,CIN@PHI,8.0,3.0,2,0,0,0,0,23,206,172,378,3,DST,2020,6.0,PHI
14,PIT,HOU@PIT,8.0,5.0,1,0,0,0,0,21,231,29,260,3,DST,2020,9.0,HOU
15,DET,DET@ARI,8.0,1.0,3,0,0,0,0,23,268,109,377,3,DST,2020,4.0,ARI
16,DAL,DAL@SEA,6.0,4.0,0,0,1,0,0,38,295,117,412,3,DST,2020,2.0,SEA
17,BUF,LA@BUF,6.0,2.0,1,0,1,0,0,32,311,167,478,3,DST,2020,7.0,LA
18,ATL,CHI@ATL,6.0,2.0,2,0,0,0,0,30,307,130,437,3,DST,2020,1.0,CHI
19,CHI,CHI@ATL,5.0,2.0,1,0,0,0,0,26,227,144,371,3,DST,2020,5.0,ATL
20,ARI,DET@ARI,5.0,4.0,0,0,0,0,0,26,232,90,322,3,DST,2020,2.0,DET
21,LAC,CAR@LAC,5.0,2.0,0,0,0,1,0,21,221,81,302,3,DST,2020,8.0,CAR
22,DEN,TB@DEN,4.0,2.0,0,0,0,1,0,28,285,68,353,3,DST,2020,6.0,TB
23,LV,LV@NE,4.0,2.0,1,0,0,0,0,36,156,250,406,3,DST,2020,1.0,NE
24,MIN,TEN@MIN,4.0,2.0,1,0,0,0,0,31,310,134,444,3,DST,2020,6.0,TEN
25,GB,GB@NO,4.0,2.0,0,0,1,0,0,30,275,122,397,3,DST,2020,8.0,NO
26,WAS,WAS@CLE,2.0,2.0,0,0,0,0,0,34,142,158,300,3,DST,2020,5.0,CLE
27,HOU,HOU@PIT,2.0,2.0,0,0,0,0,0,28,218,169,387,3,DST,2020,3.0,PIT
28,NYG,SF@NYG,2.0,2.0,0,0,0,0,0,36,327,93,420,3,DST,2020,8.0,SF
29,JAX,MIA@JAX,1.0,1.0,0,0,0,0,0,31,156,138,294,3,DST,2020,3.0,MIA
30,NO,GB@NO,1.0,1.0,0,0,0,0,0,37,271,98,369,3,DST,2020,5.0,GB
31,NYJ,NYJ@IND,0.0,0.0,0,0,0,0,0,36,234,119,353,3,DST,2020,12.0,IND
0,KC,NE@KC,23.0,2.0,3,0,1,0,1,10,172,185,357,4,DST,2020,3.0,NE
1,PHI,PHI@SF,21.0,5.0,2,0,1,0,1,20,301,116,417,4,DST,2020,3.0,SF
2,LA,NYG@LA,14.0,5.0,1,0,0,0,0,9,159,136,295,4,DST,2020,15.0,NYG
3,NYJ,DEN@NYJ,12.0,0.0,3,0,0,0,1,37,242,117,359,4,DST,2020,3.0,DEN
4,IND,IND@CHI,10.0,1.0,1,0,0,0,0,11,241,28,269,4,DST,2020,11.0,CHI
5,CLE,CLE@DAL,9.0,3.0,1,0,2,0,0,38,481,85,566,4,DST,2020,14.0,DAL
6,BAL,BAL@WAS,9.0,3.0,0,0,1,0,0,17,274,69,343,4,DST,2020,29.0,WAS
7,GB,ATL@GB,8.0,4.0,0,0,0,0,0,16,249,78,327,4,DST,2020,0.0,ATL
8,NYG,NYG@LA,8.0,2.0,0,0,1,0,0,17,182,58,240,4,DST,2020,12.0,LA
9,LAC,LAC@TB,8.0,0.0,1,0,0,0,1,38,369,115,484,4,DST,2020,4.0,TB
10,BUF,BUF@LV,7.0,2.0,0,0,2,0,0,23,297,86,383,4,DST,2020,0.0,LV
11,SF,PHI@SF,6.0,3.0,1,0,0,0,0,25,174,93,267,4,DST,2020,2.0,PHI
12,CIN,JAX@CIN,6.0,3.0,1,0,0,0,0,25,340,89,429,4,DST,2020,4.0,JAX
13,TB,LAC@TB,6.0,2.0,1,0,1,0,0,31,278,46,324,4,DST,2020,9.0,LAC
14,DEN,DEN@NYJ,6.0,6.0,0,0,0,0,0,28,192,129,321,4,DST,2020,17.0,NYJ
15,MIN,MIN@HOU,6.0,3.0,0,0,1,0,0,23,290,96,386,4,DST,2020,7.0,HOU
